place,info,문의 및 안내,주소,주차,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,접근로,출입통로,review,영업시간,휴일,대표메뉴,취급메뉴,홈페이지,이용시간,지정현황,입장료,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,장애인 주차 안내,지체장애 기타 상세,식음료장,부대시설,엘리베이터,객실,유아용보조의자,휠체어,수용인원,규모,수유실,판매 품목,시설이용료,체험프로그램,바비큐장여부,노래방 여부,세미나실 여부,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,좌석수,주차요금,대중 교통,오디오 가이드,시각장애 기타상세
메르헨카페,"메르헨카페는 대구광역시 달성군 논공읍 위천리에 있다. 모던한 분위기의 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 널찍한 정원에는 프라이빗한 공간이 있다. 대표 메뉴는 에그타르트다. 이 밖에 로제대파빵, 에스프레소, 아메리카노, 카페라떼, 카페모카 등도 맛볼 수 있다. 동고령 IC에서 가깝고, 인근에 달성노을공원, 세계문화유산 도동서원이 있다.",,대구광역시 달성군 논공읍 성산로 1281,가능,,,,,,,,,09:30~21:00,연중무휴,에그타르트,로제대파빵 / 에스프레소 / 아메리카노 등,http://instagram.com/cafe__marchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이모식당,"이모식당은 대구광역시 중구 서성로1가에 있다. 막창순대는 특유의 냄새 없이 쫄깃한 식감이 일품이며, 국밥은 진한 국물과 부드러운 고기가 조화를 이룬다. 섞어국밥과 돼지국밥 등 다양한 메뉴가 있으며, 수육과 모듬 세트도 인기가 많다. 서대구IC와 대구 지하철 3호선 서문시장역에서 가깝다. 주변에는 청라언덕, 대구근대역사관이 있다.",,대구광역시 중구 서성로13길 9 (서성로1가),,,,,,,,,,10:00~22:00,연중무휴,막창순대,순대국밥 / 돼지국밥 / 섞어국밥 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
센도리,"센도리는 제주 옥돔구이와 보리굴비 정식, 한우 육회비빔밥 등 다양한 한식 메뉴를 제공하는 맛집이다. 신선한 재료로 정성껏 준비된 음식과 깔끔한 플레이팅, 넉넉한 양이 특징이며, 룸식 좌석으로 편안하게 식사할 수 있다. 주차 시설이 잘 갖춰져 있어 접근성이 좋고, 각종 기념일 및 행사, 모임에 인기가 있는 식당이다.",,대구광역시 수성구 들안로 38 (두산동),가능,,,,,,,,,"- 11:00~22:00
- 마지막 주문 21:00",연중무휴,센도리 스페샬,보리굴비 한상차림 / 제주옥돔 한상차림 / 한우 안창살 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쿄우다이,"쿄우다이는 대구광역시 달서구 상인동에 있다. 일본 감성이 느껴지는 외관과 인테리어가 눈에 띈다. 초밥, 돈가스, 새우튀김, 감자고르케 등이 정갈하게 제공되며, 사이드 메뉴인 냉모밀도 시원하게 즐길 수 있다. 내부 인테리어는 일본 애니메이션 소품들로 꾸며져 있어 아기자기한 분위기를 자아낸다.",,대구광역시 달서구 월배로46길 72 (상인동),,,,,,,,,,"- 11:30~21:00
- 준비시간 15:00~17:00
- 마지막 주문 15:00, 20:30",매주 월요일,모듬초밥,장어닾밥 / 회덮밥 / 수제등심돈가스 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유가제빵소,"유가제빵소는 대구광역시 달성군 유가읍 유곡리에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 인기 메뉴인 앙버터는 치아바타와 수제팥, 버터의 조합이 훌륭하며, 딸기케이크는 신선한 딸기와 부드러운 크림이 조화롭다. 북현풍(하이패스) IC에서 가깝고, 인근에 비슬산자연휴양림, 비슬산치유의숲이 있다.",,대구광역시 달성군 유가읍 테크노중앙대로1길 35,,,,,,,,,"현풍에 놀러갔다가 가본 유가제빵소♡ 노을빵, 감자빵이 대표빵이에요!! 맛도 있고 담백한 빵들이라 무난하게 다들 좋아하실거에요^^ 옆에 작은 공원도 있어서 산책하기도 좋답니다♡ 물론 주차장도 있습니다!!",10:00~21:00,"매주 월요일(단, 월요일이 공휴일일 경우 다음날 휴무)",앙버터,몽블랑 / 단팥빵 / 노을빵 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하이브,"하이브는 대구광역시 동구 중대동에 있다. 카페에 발을 들이면 자연 친화적인 분위기를 느낄 수 있다. 모던한 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 루프탑에 오르면 멋진 풍경이 펼쳐진다. 대표 메뉴는 롱블랙(아메리카노)이다. 이 밖에 메이플, 초콜릿, 시나몬이 어우러진 아이스크림 크로플, 호밀빵에 소시지와 브라운 치즈를 넣은 아보카도 브런치, 싱가포르 전통 햄으로 만든 카야 토스트 등도 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 신숭겸장군유적지, 대구섬유박물관이 있다.",,대구광역시 동구 파계로 653,가능,,,,,,,,,11:00~20:00 (라스트오더 19:30),연중무휴,아메리카노,아메리카노 / 카푸치노 / 바닐라라떼 / 카페모카 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제니아빈,"제니아빈은 대구광역시 달서구 호림동 소재 모다아웃렛 대구점 인근에 위치하고 있다. 1,200㎡ 규모로 고급스러운 인테리어가 돋보인다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대눈꽃빙수와 블루베리 스무디, 자몽에이드가 특히 인기 있으며, 달고나라떼는 진한 달고나 맛으로 고소함을 더하며, 상하목장 아이스크림과도 조화롭다.",,대구광역시 달서구 성서공단로15길 10 (호림동),가능,,,,,,,,,09:00~22:00,연중무휴,아메리카노,아포카토 / 에이드 / 밤라떼 등,https://www.instagram.com/zeniabeancafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오퐁드부아,"오퐁드부아는 대구광역시 달성군 가창면 주리에 있다. 외관은 한옥으로 지어져 고풍스러운 멋을 풍긴다. 내부는 한옥 양식과 현대적인 인테리어가 공존하고 있으며, 단체석이 있어 각종 모임을 하기 좋다. 외부 널찍한 정원에는 프라이빗한 공간이 마련되어 있다. 대표 메뉴는 에스프레소다. 이 밖에 바게트, 깜바뉴, 감자크림 치아바타, 발로나 쇼콜라 파운드 등도 맛볼 수 있다. 파동 IC에서 가깝고, 인근에 워터파크 스파밸리가 있다.
※반려동물 동반 가능(목줄, 배변봉투 지참)",,대구광역시 달성군 가창면 주리2길 104,가능,,,,,,,,,"- 11:00~21:00
- 마지막 주문 20:30",연중무휴,에스프레소,아메리카노 / 카푸치노 / 라떼 등,https://www.instagram.com/cafe_aufonddubois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
트리팜,"트리팜은 대구광역시 동구 송정동에 있다. 소나무가 우거진 숲속에 있어 자연 친화적인 느낌이다. 모던한 느낌의 외관과 깔끔한 분위기를 연출하는 인테리어도 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 멜팅 버터 토스트다. 이 밖에 아메리카노, 라떼, 바닐라 라떼, 플랫화이트, 아포가토 등을 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 신숭겸장군유적지, 대구섬유박물관이 있다.",,대구광역시 동구 서촌로 133 (송정동),가능,,,,,,,,,11:00~21:00,매주 월요일,멜팅 버터 토스트,아메리카노 / 아포가토 / 플랫화이트 등,https://www.instagram.com/treefarm__/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
슬로우스톤,"슬로우스톤은 비슬산과 맞닿아 있는 카페이다. 탁 트인 개방감과 고요함 속에서 커피 한잔과 함께 힐링을 할 수 있으며, 자연과 하나 됨을 느낄 수 있는 공간이다. 에그인헬은 계란과 모짜렐라 치즈가 풍부한 토마토스프로 해장되는 느낌을 주며, 모르타델라 햄치즈 샌드위치는 신선한 재료와 쫄깃한 도우가 특징이다. 또한, 흑임자를 이용한 아인슈페너인 스톤슈페너와 수제생강청이 들어간 자몽생강차인 진저선셋, 복숭아청, 두 종류 차의 아이스트인 피치선셋의 시그니처 음료 메뉴도 있다.",,대구광역시 달성군 유가읍 휴양림길 109,가능,,,,,,,,,"- 10:00~21:00
- 마지막 주문 20:30",매달 첫째 수요일,디부라타치즈샐러드,송화버섯트러플피자 / 바질페스토 냉카펠리니 / 슬로우스톤 브런치 플레이트 등,https://www.instagram.com/cafe_slowstone/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
카펠라,"카펠라는 대구광역시 남구 대명동에 있다. 고급스러운 느낌의 외관과 세련되고 아늑하게 꾸며진 인테리어가 돋보인다. 통창 너머로 계절마다 바뀌는 앞산의 풍경을 감상하기 좋다. 야간에는 3층 루프탑에 올라 멋진 야경을 벗 삼아 음료나 디저트를 즐길 수 있다. 대표 메뉴는 에스프레소이며, 이 밖에 아메리카노, 바닐라빈라떼, 연유라떼, 더치아메리카노 등을 맛볼 수 있다. 파동IC에서 가깝고, 주변에 앞산해넘이전망대와 먹자거리인 앞산맛둘레길과 안지랑곱창거리가 있어 연계 여행에 나서기 쉽다.",,대구광역시 남구 앞산순환로 449 (대명동),가능,,,,,,,,,"- 10:00~22:00
- 마지막 주문 21:30",연중무휴,카펠라라떼,스페셜 말차라떼 / 아메리칸브런치 / 에그인헬 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마르텐사이트,"마르텐사이트는 대구광역시 달성군 하빈면 현내리에 있다. 카페에 들어서면 정원 곳곳을 꾸미고 있는 다양한 미술 작품이 시선을 붙든다. 모던한 분위기로 꾸며진 내부에는 단체석이 있어 각종 모임을 하기 좋다. 통창 너머로는 정겨운 시골 풍경이 펼쳐진다. 반려견 동반도 가능하다. 대표 메뉴는 아인슈페너다. 이 밖에 아메리카노, 카페라테, 크림카페모카, 바닐라라테 등과 디저트를 맛볼 수 있다.",,대구광역시 달성군 하빈면 하빈로 363,가능,,,,,,,,,11:00~21:00,연중무휴,화이트아인슈패너,오래몽애플티 / 오레몽에이드 / 허쉬 등,https://www.instagram.com/martensite__official/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인스퍼레이션디 동촌유원지,인스퍼레이션디는 대구 동촌유원지에 위치한 브런치 카페이다. 탁 트인 통유리창 너머로 보이는 금호강뷰를 보며 브런치를 즐길 수 있다. 소금빵과 뺑오쇼콜라 같은 베이커리 메뉴는 고소하고 달콤한 맛으로 사랑받고 있다. 넓은 주차 공간과 다양한 좌석 구성으로 편안한 분위기를 제공한다.,,대구광역시 동구 효동로6길 57 (효목동),가능,,,,,,,,,"- 10:30~22:15
- 마지막 주문 22:05",연중무휴,스콘,소금빵 / 퀸아망 / 뺑오쇼콜라 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초이스엠,"초이스엠은 대구광역시 동구 덕곡동에 있는 베이커리 카페다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 모든 빵은 첨가물 없이 천연 발효로 만들며, 국산 쌀가루 70%를 넣는다. 대표 메뉴는 27겹 몽블랑이다. 이 밖에 호두단팥빵, 아메리카노, 카푸치노 등을 맛볼 수 있다.",,대구광역시 동구 팔공산로 260 (덕곡동),가능,,,,,,,,,"- 10:00~22:00
- 마지막 주문 21:00",연중무휴,아메리카노,호두단팥빵 / 27겹 몽블랑 / 카푸치노 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
티아이티에프,"티아이티에프는 대구광역시 동구 용수동에 있다. 이국적인 외관과 모던한 분위기를 연출하는 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 유명 작가의 개인전 등 전시 행사를 개최하는 갤러리도 함께 운영 중이다. 아몬드크림 라떼가 인기 메뉴로, 부드러운 크림과 고소한 아몬드 풍미가 매력적이다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 팔공산자동차극장씨네80, 대구 동화사가 있다.",,대구광역시 동구 팔공산로 1169 (용수동),가능,,,,,,,,,"- 11:00~23:00
- 마지막 주문 22:30",연중무휴,아메리카노,딸기우유 / 에이드 / 슈크림팽도르 등,http://instagram.com/titf803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산중식당,"산중식당 팔공산 본점은 곤드레나물밥과 쭈꾸미볶음, 도토리전이 유명한 한식당이다. 정갈한 한상차림과 넓은 주차장이 있어 가족 나들이나 모임 장소로 적합하며, 룸 시설이 있어 아이들과 함께 방문하기 좋다. 특히 곤드레밥을 김에 싸먹는 맛과 매콤한 쭈꾸미볶음이 인기 메뉴이다. 이곳은 지역 내 로컬 푸드와 영양가가 높은 각종 재료를 사용하여 요리하며, 매년 4~5월에 채취된 곤드레 생나물을 급속냉동보관하여 1년 내내 변함없는 깊은 맛을 볼 수 있다.",,대구광역시 동구 팔공산로185길 55 (용수동),가능,,,,,,,,,"- 11:30~20:30
- 준비시간 15:30~17:00
- 마지막 주문 19:50",연중무휴,사랑담다,바싹담다 / 쭈갈담다 / 도토리전 등,http://www.sanjoong.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
면장수,"면장수는 대구 수성구 수성못역 인근에 위치해 있다. 자가제면으로 칼국수와 국수를 만드는 면요리 전문점이다. 합리적인 가격에 푸짐한 양으로 한 끼를 든든하게 먹을 수 있다. 이곳의 대표메뉴는 장수칼국수이며, 얼큰이칼국수, 들깨칼국수 등도 있다. 이외에도 해물부추전과 보쌈 정식 등 다양한 선택지가 있으며, 주차 공간이 넓고 발렛 서비스가 제공되어 편리하다.",,대구광역시 수성구 무학로 105 (두산동),가능,,,,,,,,,"- 11:00~21:20
- 준비시간 15:30~16:30",연중무휴,장수칼국수,얼큰이칼국수 / 들깨칼국수 / 햅쌀떡국 등,http://www.xn--e42bu3l1ze.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
룰리커피,"룰리커피는 대구광역시 수성구 고모동에 있다. 이국적인 외관과 세련된 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 아이스크림커피가 인기 메뉴이다. 치즈케이크, 바게트, 오레오 치즈케이크 등 다양한 디저트 메뉴도 맛볼 수 있다. 동대구IC에서 가깝고, 인근에 아이니테마파크, 수성패밀리파크, 국립대구박물관이 있다.",,대구광역시 수성구 고모로 188 (고모동),가능,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),경산이 훤히 내다보이는 더 넓은 경치가 가슴 속 뻥 뚫리는 기분이었습니다 커피 추출하는 기계도 공장처럼 신기하더군요,"- 10:00~23:00
- 마지막 주문 22:00",연중무휴,아이스크림커피,드립커피 / 밀크커피 / 콜드브루 커피 등,"http://www.rullycoffee.com/
https://www.instagram.com/rullycoffee/",,,,,,,,,,,,의자식 테이블 있음_무장애 편의시설 / 주차장 자갈 주의,,,,,,,,,,,,,,,,,,,,,,,,
남도명가,"남도명가는 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 프라이빗한 공간도 갖추어져 있다. 음식은 짜지 않고 깔끔하며, 특히 고급 어종인 메로를 이용한 흑태찜은 경상도 지역에서 쉽게 맛볼 수 없는 특별한 메뉴이다.",,대구광역시 수성구 들안로 40 (두산동),가능,,,,,,,,,"- 11:00~21:30
- 준비시간(평일) 15:00~17:00",연중무휴,품격코스,길조코스 / 격조코스 / 명가밥상 / 남도밥상 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공심옥,"공심옥은 대구광역시 수성구 욱수동에 위치해 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 소고기 비빔냉면과 물냉면, 소갈비찜이 인기 메뉴로, 신선한 재료와 정성스러운 조리가 돋보인다.",,대구광역시 수성구 유니버시아드로 318 (욱수동),가능,,,,,,,,,"- 11:00~21:00
- 준비시간 15:20~16:30
- 마지막 주문 20:30",연중무휴,갈비탕,갈비찜 / 공심비빔밥 / 소고기국밥 / 막불소불고기 / 냉면 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
살맛나는집,"살맛나는집은 대구광역시 수성구 중동에 있다. 고풍스러운 멋을 풍기는 외관과 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 백탄 참숯에 구워서 먹는 생 갈비살과 꽃등심이다. 수성IC에서 가깝고, 인근에 대구어린이교통랜드, 국립대구박물관이 있다.",,대구광역시 수성구 희망로 137-1 (중동),가능,,,,,,,,,"- 11:30~22:00
- 준비시간 15:00~17:00
- 마지막 주문 20:50",연중무휴,생 갈비살,꽃등심 / 토시살 / 새우살 등,https://enolja.com/t/053-761-0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
