,place,info,문의 및 안내,홈페이지,주소,이용시간,이용요금,체험프로그램,review,휴일,주차,입장료,화장실,이용가능시설,주차요금,접근로,출입통로,보조견 동반,체험 프로그램,체험가능 연령,주차 요금,수용인원,할인 정보,시설이용료,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,예약안내 홈페이지,객실유형,부대시설,사우나실 여부,규모,캠프파이어 여부,바비큐장여부,장애인 주차 안내,엘리베이터,점자 블록,수유실,"영유아가족
기타상세",휠체어,매표소,영업시간,대표메뉴,취급메뉴,세미나실 여부,스포츠 시설 여부,자전거 대여 여부,객실,공용 PC실 여부,지체장애 기타 상세,청각 장애 기타상세,시각장애 기타상세,안내 요원,주요시설,보유장비,대중 교통,지정현황,이용 시기,코스안내,점자 홍보물,유아용보조의자,판매 품목,좌석수,입점브랜드,휘트니스 센터 여부,노래방 여부,유모차,청각장애용 객실,관람석,대여안내,뷰티시설여부,유도안내 설비
340,장흥한우삼합구이,"장흥은 한우, 키조개, 표고버섯을 같이 먹는 장흥 한우삼합 구이가 유명한 곳이다. 정남진 장흥 토요시장에 위치한 장흥 한우삼합 구이는 신선한 한우를 현지에서 맛볼 수 있는 곳이다. 1층에 있는 한우직판장에서 구입한 고기를 2층 식당으로 올라가서 먹는다. 상차림비를 내면 기본적인 반찬과 장류, 마늘, 불판 등이 차려지고, 키조개와 표고버섯을 주문해 한우와 같이 먹으면 장흥삼합이 완성된다. 한우를 구워 먹는 것 외에도 매생이 떡국, 물냉면, 육회비빔밥, 누룽지 등의 식사도 주문이 가능하다. 장흥에서 생산되는 친환경 농산물과 청정해역 득량만에서 나오는 수산물을 파는 정남진 장흥 토요시장도 방문할 수 있어, 일석이조이다.
※ 반려동물 동반 불가",,,전라남도 장흥군 토요시장2길 9-2,,,,,연중무휴,있음(정남진토요시장 주차장) / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~21:00 (라스트오더 20:00),"상차림, 키조개, 표고버섯","상차림, 키조개, 표고버섯, 매생이떡국, 물냉면",,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,순천 반려동물 문화센터,"순천시 반려동물문화센터는 올바르고 성숙한 반려동물 문화 확산을 위해 설립된 부지면적 2,903㎡(878평) 4층 규모의 반려동물복합문화공간이다. 시민의 행복한 반려생활을 위한 복합문화교육 공간으로서 반려동물을 위한 실내놀이실, 애견샤워실 등을 운영 중이며, 반려인과 반려견의 풍부한 경험을 위한 오픈스튜디오와 멍냥이도서관 등을 운영중이다.",,https://www.suncheon.go.kr/scanimal/0002/0002,전라남도 순천시 역전길 50 (조곡동),09:00 ~ 18:00 (시설이용 10:00 ~ 17:00),,,강아지 집사님들의 순천여행길 필수 코스라고 자부합니다. 강아지가 실컷 뛰어놀고나서 샤워도 가능해요. 편리한 순천 반려동물 문화센터 반려동물과 함께 여행시에 꼭 한번 방문해보세요.,"매주 월요일, 1월 1일, 설*추석 연휴",가능,,,,,,,,,,,,,"실내놀이실 - 반려동물 1마리 3,000원 + 사람 1명 2,000원
애견샤워실 - 1마리당 중소형견 3,000원, 대형견 10,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,순천 오천그린광장,"오천그린광장은 국내에서 처음으로 대규모 홍수를 예방하는 기능에 머물던 저류지를 정원으로 바꿔낸 곳이다. 저류지에 사계절 잔디를 깔고 어싱길과 경관조명, 바닥분수 등을 연출해 모든 시민들이 모여 만남과 소통을 이어가며 순천의 새로운 ‘광장문화’를 꽃피운 곳이다. 대규모 마로니에 숲을 비롯하여 다양한 수목들이 어싱길, 잔디밭과 어우러져 시민들이 많이 찾고 사랑하는 공간으로 자리매김하여 방문객들의 감탄이 끊이지 않는 곳이다.",,,전라남도 순천시 오천동 702-1,"상시 개방
※ 주차장 입차 제한시간 22:00~08:30",,,"정말 많은 강아지들을 볼 수 있었고요 넓은 공간이라 산책도 놀이할 때도 최고였네요 냄새 맡기도 좋아서 강아지들도 좋아하는 느낌이에요 ㅋㅋ 순천에 간다면 꼭 들리시는 거 추천합니다 강아지 천국이에요 ㅎㅎ 강아지랑 가기 진짜 좋은 곳이에요 환경도 좋고 다른 강아지들도 많아서 산책하고 즐거운 시간 보내기 딱이에요 항상 여행갈 때마다 강아지는 못데려가서 속상했는데 여기 추천합니다!! 잔디밭이 굉장히 넓게 조성되어 있어서 가족끼리 피크닉 하기도 좋고 강아지랑 산책하기도 너무 좋아요. 주말마다 공연 프로그램도 진행되고 봄이면 다리 건너가서 벚꽃 놀이 하기에도 좋아요. 주차장도 넓어서 주차 걱정도 없어요. 굉장히 만족스러웠어요 드넓어서 강아지랑 같이 뛰다니기도 좋고 쉬기도 좋고 좋았습니다 여행객이지만 현지인 기분을 느낄 수 있었던 공원입니다. 굉장히 넓고, 잘 조성된 여러가지 조형물들, 상쾌하게 산책하고 그냥 앉아서 멍 때리기도 좋은 장소입니다. 엄청 넓고 깨끗해서 산책하기 너무 좋은곳이에요!!! 강아지 동반도 가능해서 함께 산책 했어요~ 예쁘게 조형물들도 설치 되어 있어서 전혀 지루하지 않았어요:)",연중무휴,가능 (오천그린광장 주차장),무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,경해루,"해산물이 듬뿍 들어간 황제 쟁반짜장, 황제 해물짬뽕 맛집인 경해루는 지역에서도 손꼽히는 맛집이다. 입구에 빠른 메뉴 제공을 위해 탕수육, 짜장을 제외한 메뉴는 2가지만 받는다는 안내문이 공지되어 있고, 저녁 식사는 오후 6시부터 7시 30분까지만 판매한다. 신선한 재료를 사용해 깊은 맛이 나는 짬뽕은 칼칼하고 매콤한 풍미가 느껴지고, 황제 쟁반짜장은 해산물 풍부하게 들어있고, 약간의 매콤함이 깔끔한 뒷맛을 선사한다. 바삭한 튀김옷을 입혀 고소하게 튀겨 나온 탕수육도 채소를 듬뿍 넣은 소스에 찍어 먹으면 그 맛을 잊을 수가 없다. 완도항, 완도공용버스터미널이 근처에 있어 교통이 편리하다.
※ 반려동물 동반 불가",,,전라남도 완도군 개포로 12-1,,,,,"첫째, 넷째 일요일
※ 자세한 휴무일은 전화 문의 요망",있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30~19:30 (브레이크타임 15:30~18:00),"황제쟁반짜장, 황제해물짬뽕","황제쟁반짜장, 황제해물짬뽕, 탕수육",,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,선미식당,"한식을 겸하는 중식당 선미식당은 짬뽕, 짜장면, 볶음밥 중국요리가 맛있기로 유명하다. 야채로 오랜 시간 우려낸 육수를 사용하는 짬뽕에 해산물뿐만 아니라 돼지고기, 어묵이 들어가 매우 독특하고 매력적인 맛을 자랑한다. 볶음밥에는 미역국이 나와서 속이 더욱 편안해진다. 단, 탕수육은 예약해야 먹을 수 있다. 겨울 제철 메뉴인 굴짬뽕도 줄을 서서 기다릴 정도로 인기 메뉴다. 한산한 시골 마을이지만 선미식당 앞에는 늘 차들이 즐비하고 발 디딜 틈 없이 인기 있는 맛집이다. 간짜장, 우동, 짬뽕밥, 오므라이스, 팔보채, 양장피 등 다양한 종류가 있어 따뜻하고 정겨운 맛을 푸짐하게 즐길 수 있다.",,,전라남도 함평군 엄다길 62,,,,,매주 일요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~15:00 (라스트 오더 14:30),짜장면,짬뽕 / 볶음밥 / 탕수육 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,포베오커피,"바다, 커피, 디저트라는 단어만으로도 꼭 찾아보고 싶은 곳인 포베오커피는 함평 바다를 한눈에 담을 수 있는 곳이다.
천연 벌꿀집을 이용한 벌꿀라테, 수제 청귤청과 꽃잎차로 만든 오로라 색감의 포베오에이드, 세 가지 종류의 홍차를 직접 섞어 26시간 이상 우려낸 밀크티 등이 대표 메뉴다. 카페 안과 밖 모두 포토존이라 사진기는 필수이다. 오션뷰 카페이기 때문에 아무 생각 하지 않고 아무것도 하지 않으면서 오로지 커피 마시면서 창밖만 봐도 힐링을 제대로 할 수 있다.",,https://www.instagram.com/foveo_coffee,전라남도 함평군 주포로 395,,,,,인스타그램 공지 참고,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~20:50,벌꿀라테,수제 밀크티 / 포베오 에이드 / 아메리카노 / 청귤차 / 디저트 외,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,수만리커피,"무등산을 한눈에 담을 수 있는 숲속의 루프탑 카페인 수만리 커피는 가는 길부터 산과 시골길 굽이굽이 따라가며 드라이브하기에도 좋고, 도착하자마자 보이는 전망은 온갖 근심을 싹 다 잊게 한다. 정원과 연못, 나무 하나하나 주인장의 손길이 느껴지며 파란 하늘로 뻗는 듯한 인테리어부터 눈길을 사로잡는다. 산기슭에 위치해 공기가 좋고 풍경은 더 좋은 수만리커피는 여기저기 포토존이 많아서 친구, 연인, 가족들과 추억 남기기도 정말 좋은 힐링 공간이다. 1층 좌석은 통창이라 여름엔 시원한 바람을 느끼며 커피를 즐길 수 있고 2층은 빈티지 소품들이 있어 하나하나 이야기를 담고 있는 것 같아서 정성과 감성이 느껴진다.
※반려동물 동반 가능(목줄, 배변봉투 지참)",,,전라남도 화순군 안양산로 616-2,,,,무등산을 바라보면서 커피를 마실수 있는 곳. 카페에 산책로가 이어져있어서 차마시고 한바퀴 돌면 독특한 바위도 볼수있고 다른 세상에 온 느낌이 듭니다. 단풍들때 특히 너무 추천합니다. 산책로 손잡이에 철로 만든 오브제가 군데군데 있는데 진짜 아기자기 예뻐요.,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~20:00 (라스트오더 19:30),아메리카노,미숫가루 / 카페라떼 / 자몽에이드 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,뉴문마리나,"뉴문마리나는 신안비치호텔 근처에 위치하여 낭만적인 목포 요트투어를 제공하는 곳이다. 요트를 타고 목포대교, 해상 캐이블카 등 목포의 핫플을 한번에 만나 볼 수 있다. 요트 위에서 인생샷을 남기고 싶다면 방문을 추천한다.",,https://newmoonmarina.com,전라남도 목포시 해안로 6 (죽교동),10:00 ~ 22:00,"퍼블릭 요트투어 주간 30,000원
선셋 야경 40,000원",,좋아요,연중무휴,,,,,,,,,,,,,,,,,,,,,,,카페,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,또 다른 이야기,화가 출신의 건축가 포함 4명의 건축가와 협심하여 3년간 준비해 탄생한 프리미엄 힐링 공간으로 대지 170평 독채에서 프라이빗하게 즐길 수 있다. 곡선 라인을 따라 미적 아름다움이 느껴지는 건물의 외관과 보성에서 느끼는 이국적인 유럽감성의 건축물과 함께 자연이 주는 안정감을 느낄 수 있는 넓은 정원이 조화를 이루는 곳이다. 객실마다 컬러 포인트로 개성있게 연출한 실내 수영장은 프라이빗하게 즐길 수 있으며 폭4m 길이 8m의 대형 미온수풀이 있어서 시간 제약 없이 물놀이를 즐길 수 있다. 통창으로 보이는 따스한 햇빛을 맞으며 힐링의 시간을 보낼 수 있는 복층으로 공간을 분리하여 편히 쉴 수 있는 풀빌라이다. 지친 삶의 여유와 품격을 더하는 프리미엄 힐링 공간으로 단순한 숙박 공간이 아닌 인생의 한 페이지에 기억될 수 있는 펜션이다.,,https://anotherstory.co.kr/,전라남도 보성군 웅치면 대산길 8,,,,다녀왔는데 연인이랑 가면 좋을 것 같더라구요 전남이면 조금 멀긴 하지만 한 번 노려보시는걸 추천합니다ㅎㅎㅎ,,가능,,,,,,,,,,,,,,15:00,11:00,,,3실,,,선셋 / 라벤더 / 에메랄드,,,,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,OCEAN VIEW 꿈의세계카페,"OCEAN VIEW 꿈의세계카페는 진도대교와 울돌목 전망이 아름다운 카페다. 바다가 보이는 야외 테라스, 벤치 하우스가 있다. 1층 민속공예품 수석 생활 자기 판매점, 2층 카페, 3층 펜션으로 이루어진 건물은 보기에도 멋스럽다. 1층에 있는 정원에 초승달과 보름달 포토존, 각양각색의 조형물들이 사진 찍기에 좋다. 카페 내부에 들어서면 장식장에 보이는 다양한 자기들과 수석들이 눈길을 사로잡고, 석양이 멋진 넓은 통 창은 푸른 바다를 가까이서 느끼게 해준다. 향긋한 커피와 직접 담근 과일청으로 만든 음료, 커피콩 빵 등 디저트들이 다양하게 준비되어 있다. 진도대교와 명량 해상 케이블카의 야경도 감상하고, 우수영 국민관광지도 가까워 진도 여행을 즐기면서 편히 쉬어갈 수 있는 곳이다.
※ 반려동물 동반 불가",,,전라남도 진도군 명량대첩로 37,,,,,연중무휴,가능(무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30~21:00,아포카토 / 카페라떼 / 바닐라라떼 / 헤즐넛라떼,카라멜 마끼아또 / 까페모카 / 초코라떼 / 녹차라떼 / 고구마라떼 / 와플 / 커피콩빵 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,순천양조장,"순천맥주는 2015년 순천대학교 창업동아리로 시작해 지역 농산물과 관광자원을 활용해 수제 맥주와 수제버거를 만드는 관광두레 주민사업체이다. 순천역 근처 도보 5분 거리로 뚜벅이 여행객도 방문하기 좋다. 버려진 옛 건물과 곡물 저장 창고를 리모델링해 재탄생시켰다. 옆에 카페 브루웍스와 함께 운영되며, 레트로 감성 가득한 1층과 2층, 야외 테라스가 마련되어 있다. 순천양조장 대표 맥주인 ‘순천특별시’, 와온해변의 붉은 석양을 표현한 ‘와온, 전통과 역사를 담은 ’낙안읍성‘, 순천시를 상징하는 시조 ’흑두루미‘ 등 순천의 유명 관광명소를 담은 다양한 수제 맥주를 만나볼 수 있다.",,,전라남도 순천시 역전길 57 (조곡동),,,,,매주 월요일,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"화~금 16:00~22:00 (라스트 오더 21:00)
토~일 11:00~22:00 (라스트 오더 21:00)",크레인버거,"쉬림프버거, 어니언버거, 수제 맥주 (순천특별시, 낙안읍성, 와온, 흑두루미, 유네스코 등 / 4종 샘플러)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,도캐,"진도를 상징하는 진돗개 모양으로 빚은 도캐 만주를 판매하는 도캐는 진돗개의 돗개를 도캐로 발음한 것으로, 진도 읍내에 있는 작은 카페이다. 진도를 대표하는 진돗개 모양의 도캐빵은 진도 여행 기념품으로 사랑받고 있다. 조금 협소하지만, 진돗개 사진, 도캐 엽서, 홀더 등 도캐 캐릭터와 아기자기 귀여운 소품을 이용해 장식한 실내는 볼거리가 많다. 도캐빵 외에도 다양한 베이커리류와 디저트, 스페셜티 커피, 쑥 밀크티, 도캐 밀크티 등의 음료도 맛볼 수 있다.",,https://www.instagram.com/cafedoke/,전라남도 진도군 서문길 1,,,,,매주 토요일,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~16:30 (라스트오더 16:20),도캐빵,크림치즈바게트 / 진돗개식빵 / 진도대파크림치즈바게트 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,모도상회,"진도 초평항의 해안도로 옆에 있어 오션뷰가 인상적인 모도상회는 작지만 편안하고 아늑한 느낌을 주는 감성 카페이다. 커피 본연의 맛과 향을 추구하는 스페셜티 커피와 유기농 상하 목장 아이스크림을 사용한 라테, 아포가토, 히비스커스 트로피칼티 등이 시그니처 메뉴이다. 모도상회의 실내는 자개장을 이용해 제작한 카운터와 옛날 타자기 등 아기자기한 레트로 감성 소품과 가구들로 이루어져 있고, 실외는 야외 평상과 바다를 바라보는 빈백 소파 등으로 꾸며져 있어 곳곳이 포토존이다. 진도를 여행하는 중에 쉬어갈 만한 편안한 휴식의 공간을 제공하는 카페이다.",,,전라남도 진도군 초평길 54,,,,,연중무휴,있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10:00~17:00
※ 금요일 10:30 오픈",아메리카노,"아포가토, 라테, 에이드, 디저트 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,용문가든,"용문가든은 전라남도 진도군에 위치한 한식 전문점이다. 큼직한 고등어구이와 매콤한 양념의 제육볶음을 포함한 10여 가지 반찬이 푸짐하게 나오는 백반정식은 대표메뉴이자 인기메뉴이다. 낙지볶음, 전복 콩나물찜, 왕갈비탕, 삼겹살 등 다양한 종류의 한식 메뉴를 맛볼 수 있으며, 토종닭으로 요리하는 닭 요리는 1시간 전에 미리 주문해야 오래 기다리지 않는다. 가계해수욕장 앞에 위치해 바로 앞에 바다가 보이고, 내부에는 넓은 룸과 홀이 있어 단체 이용을 하기에도 편리하다. 신선한 재료로 다양한 메뉴를 맛있게 만드는 로컬 맛집으로 입소문 난 곳이다.",,,전라남도 진도군 회동길 14-16,,,,,매주 일요일,"가능
요금 (무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00~20:00 (브레이크타임 15:00~16:30),백반정식,전복 콩나물찜 / 닭백숙 / 낙지 탕탕이 / 동태탕 / 아귀찜 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,이화식당,"진도 읍내에 있는 진도밥상 전문점 이화식당은 꽃게부터 장어탕까지 다양하고 맛있는 요리로 사랑받는 로컬 맛집이다. 양념장에 탱글탱글한 속살을 자랑하는 싱싱한 꽃게를 무쳐 보기에도 먹음직스러운 꽃게무침으로 유명하며, 꽃게무침의 살과 양념으로 밥을 비벼 김에 싸 먹는 맛이 별미다. 채소와 큼직한 꽃게, 미나리를 넣어 끓인 진한 국물 맛이 일품인 꽃게탕, 적당한 매운맛과 개운한 감칠맛이 느껴지는 갈치 조림, 병어 조림도 이화식당만의 자랑이다. 어느 것 하나 빼놓을 수 없을 만큼 다양하고 맛있는 반찬들도 맛있는 이화식당은 TV조선 식객 허영만의 백반기행 등 여러 방송에 소개됐다.",,,전라남도 진도군 남동1길 55,,,,,매주 수요일,"주차 불가
※ 건물 주차장이 협소하므로 우체국 또는 전통시장 주차장, 건물 옆 빈공간 주차 바람",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:00~20:00
브레이크타임 15:00~17:00
라스트오더 14:30/19:30",꽃게무침,"꽃게탕, 갈치조림, 전어구이, 장어탕 등",,,,,,,,,,,,,,,,,,,,,,,,,,,,
